line_ref,application_no,line_no,work_date,site,item_code,description,unit,site_zone,ground_class,quantity,rate_applied,amount,night_work,record_ref
PA-00801-11,PA-00801,11,2026-08-14,S-04 Drainage Corridor,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z1 Compound,,4,3848.36,15393.44,N,JS-00365
PA-00801-12,PA-00801,12,2026-08-07,S-04 Drainage Corridor,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z1 Compound,G5 Sound Rock,5,1825.28,9126.40,N,
PA-00801-13,PA-00801,13,2026-08-07,S-04 Drainage Corridor,C.32.020,Gully pot and connection to carrier drain,no.,Z1 Compound,,4,287.00,1148.00,N,
PA-00802-01,PA-00802,1,2026-05-13,S-02 Platform South,A.13.010,Disposal of excavated material off site,m3,Z4 Escarpment,,319,22.74,7254.06,N,
PA-00802-02,PA-00802,2,2026-05-12,S-02 Platform South,D.44.010,"Road stud, reflective, bedded in resin",no.,Z4 Escarpment,,2,40.70,81.40,N,
PA-00802-03,PA-00802,3,2026-05-16,S-02 Platform South,E.54.010,"Temporary haul road, maintained, per week",week,Z4 Escarpment,,1,991.00,991.00,N,
PA-00802-04,PA-00802,4,2026-05-15,S-02 Platform South,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z4 Escarpment,,410,8.19,3357.90,N,
PA-00802-05,PA-00802,5,2026-05-11,S-02 Platform South,A.13.030,Double handling of stockpiled material,m3,Z4 Escarpment,,122,12.54,1529.88,N,
PA-00802-06,PA-00802,6,2026-05-12,S-02 Platform South,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z4 Escarpment,,55,86.27,4744.85,N,
PA-00802-07,PA-00802,7,2026-05-15,S-02 Platform South,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z4 Escarpment,,89,91.14,8111.46,N,
PA-00803-01,PA-00803,1,2025-07-05,S-03 Access Road,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z1 Compound,,500,91.80,45900.00,N,
PA-00803-02,PA-00803,2,2025-07-09,S-03 Access Road,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z1 Compound,,3,148.00,444.00,N,
PA-00803-03,PA-00803,3,2025-07-05,S-03 Access Road,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z1 Compound,,241,296.00,71336.00,N,
PA-00803-04,PA-00803,4,2025-07-06,S-03 Access Road,A.14.010,"Imported granular fill, placed and compacted",m3,Z1 Compound,,400,50.54,20216.00,N,CT-00114
PA-00803-05,PA-00803,5,2025-07-08,S-03 Access Road,A.11.020,"Removal of existing hardstanding, broken out",m2,Z1 Compound,G2 Firm Sabkha,547,12.40,6782.80,N,
PA-00803-06,PA-00803,6,2025-07-08,S-03 Access Road,D.42.030,"Edging to footway, flat top, bedded",lm,Z1 Compound,,363,39.40,14302.20,N,
PA-00803-07,PA-00803,7,2025-07-09,S-03 Access Road,D.44.010,"Road stud, reflective, bedded in resin",no.,Z1 Compound,,1,31.80,31.80,N,
PA-00803-08,PA-00803,8,2025-07-06,S-03 Access Road,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z1 Compound,G5 Sound Rock,344,53.32,18342.08,N,
PA-00803-09,PA-00803,9,2025-07-07,S-03 Access Road,C.32.030,"Precast manhole, 1800 mm diameter, depth to 5 m",no.,Z1 Compound,G5 Sound Rock,3,5085.60,15256.80,N,PT-00094
PA-00803-10,PA-00803,10,2025-07-09,S-03 Access Road,D.41.050,Bitumen tack coat between courses,m2,Z1 Compound,,484,6.20,3000.80,N,
PA-00803-11,PA-00803,11,2025-07-08,S-03 Access Road,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z1 Compound,,74,67.40,4987.60,N,
PA-00803-12,PA-00803,12,2025-07-09,S-03 Access Road,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z1 Compound,,326,208.29,67902.54,N,
PA-00803-13,PA-00803,13,2025-07-07,S-03 Access Road,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z1 Compound,,301,448.00,134848.00,N,PR-00118
PA-00804-01,PA-00804,1,2025-04-23,S-04 Drainage Corridor,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z2 North Spur,G3 Cemented Fill,302,254.06,76726.12,N,PT-00044
PA-00804-02,PA-00804,2,2025-04-20,S-04 Drainage Corridor,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z2 North Spur,,830,96.47,80070.10,N,
PA-00804-03,PA-00804,3,2025-04-18,S-04 Drainage Corridor,E.51.030,"Standing time, tracked excavator and operator",hour,Z2 North Spur,,5,312.00,1560.00,N,PS-00025
PA-00804-04,PA-00804,4,2025-04-14,S-04 Drainage Corridor,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z2 North Spur,G3 Cemented Fill,811,58.77,47662.47,N,
PA-00804-05,PA-00804,5,2025-04-09,S-04 Drainage Corridor,A.12.050,Excavation for manholes and chambers,m3,Z2 North Spur,G1 Loose Sand,37,52.21,1931.77,N,
PA-00804-06,PA-00804,6,2025-04-21,S-04 Drainage Corridor,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z2 North Spur,,3,1680.98,5042.94,N,
PA-00804-07,PA-00804,7,2025-04-15,S-04 Drainage Corridor,D.44.010,"Road stud, reflective, bedded in resin",no.,Z2 North Spur,,5,33.71,168.55,N,
PA-00804-08,PA-00804,8,2025-04-15,S-04 Drainage Corridor,A.12.050,Excavation for manholes and chambers,m3,Z2 North Spur,G1 Loose Sand,236,52.21,12321.56,N,
PA-00805-01,PA-00805,1,2025-08-16,S-02 Platform South,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z3 Wadi Crossing,,1,1744.98,1744.98,N,DW-00039
PA-00805-02,PA-00805,2,2025-08-08,S-02 Platform South,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z3 Wadi Crossing,,172,81.52,14021.44,N,
PA-00805-03,PA-00805,3,2025-08-20,S-02 Platform South,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z3 Wadi Crossing,,39,77.17,3009.63,N,
PA-00805-04,PA-00805,4,2025-08-17,S-02 Platform South,C.33.010,"Ducting, 4-way 110 mm, bedded in sand",lm,Z3 Wadi Crossing,G4 Weathered Rock,160,93.05,14888.00,N,
PA-00805-05,PA-00805,5,2025-08-08,S-02 Platform South,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z3 Wadi Crossing,,159,692.50,110107.50,N,PR-00142
PA-00805-06,PA-00805,6,2025-08-11,S-02 Platform South,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z3 Wadi Crossing,,592,255.45,151226.40,N,
PA-00805-07,PA-00805,7,2025-08-17,S-02 Platform South,E.52.010,"Joint survey and setting out, chainage band",no.,Z3 Wadi Crossing,,7,478.00,3346.00,N,JS-00123
PA-00805-08,PA-00805,8,2025-08-24,S-02 Platform South,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z3 Wadi Crossing,G2 Firm Sabkha,233,245.03,57091.99,N,PT-00117
PA-00805-09,PA-00805,9,2025-08-12,S-02 Platform South,A.12.060,Trimming of formation to level and gradient,m2,Z3 Wadi Crossing,,454,7.90,3586.60,N,
PA-00805-10,PA-00805,10,2025-08-08,S-02 Platform South,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z3 Wadi Crossing,,5,169.46,847.30,N,
PA-00805-11,PA-00805,11,2025-08-07,S-02 Platform South,B.22.030,"Formwork to edges and risers, height to 500 mm",lm,Z3 Wadi Crossing,,83,48.78,4048.74,N,
PA-00805-12,PA-00805,12,2025-08-18,S-02 Platform South,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z3 Wadi Crossing,,5,1816.26,9081.30,N,
PA-00805-13,PA-00805,13,2025-08-24,S-02 Platform South,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z3 Wadi Crossing,G3 Cemented Fill,205,115.19,23613.95,N,
PA-00805-14,PA-00805,14,2025-08-08,S-02 Platform South,C.34.010,"Headwall to outfall, precast, bedded",no.,Z3 Wadi Crossing,,4,1104.93,4419.72,N,
PA-00806-01,PA-00806,1,2026-03-16,S-03 Access Road,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z1 Compound,,5,148.00,740.00,N,
PA-00806-02,PA-00806,2,2026-03-12,S-03 Access Road,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z1 Compound,,140,431.50,60410.00,N,PR-00280
PA-00806-03,PA-00806,3,2026-03-13,S-03 Access Road,D.42.030,"Edging to footway, flat top, bedded",lm,Z1 Compound,,155,39.40,6107.00,N,
PA-00806-04,PA-00806,4,2026-03-11,S-03 Access Road,A.14.010,"Imported granular fill, placed and compacted",m3,Z1 Compound,,249,50.54,12584.46,N,CT-00283
PA-00806-05,PA-00806,5,2026-03-09,S-03 Access Road,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z1 Compound,,350,67.40,23590.00,N,
PA-00806-06,PA-00806,6,2026-03-08,S-03 Access Road,D.42.030,"Edging to footway, flat top, bedded",lm,Z1 Compound,,170,39.40,6698.00,N,
PA-00806-07,PA-00806,7,2026-03-07,S-03 Access Road,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z1 Compound,,325,132.52,43069.00,N,
PA-00806-08,PA-00806,8,2026-03-16,S-03 Access Road,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z1 Compound,,1,1590.06,1590.06,N,
PA-00806-09,PA-00806,9,2026-03-15,S-03 Access Road,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z1 Compound,,145,296.00,42920.00,N,
PA-00806-10,PA-00806,10,2026-03-11,S-03 Access Road,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z1 Compound,,508,91.80,46634.40,N,
PA-00806-11,PA-00806,11,2026-03-10,S-03 Access Road,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z1 Compound,,59,296.00,17464.00,N,
PA-00807-01,PA-00807,1,2026-02-05,S-01 Platform North,C.33.010,"Ducting, 4-way 110 mm, bedded in sand",lm,Z2 North Spur,G1 Loose Sand,189,62.65,11840.85,N,
PA-00807-02,PA-00807,2,2026-01-31,S-01 Platform North,B.26.010,"Surface treatment, power float to slabs",m2,Z2 North Spur,,391,18.23,7127.93,N,
PA-00807-03,PA-00807,3,2026-02-14,S-01 Platform North,D.42.030,"Edging to footway, flat top, bedded",lm,Z2 North Spur,,50,41.76,2088.00,N,
PA-00807-04,PA-00807,4,2026-02-13,S-01 Platform North,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z2 North Spur,,885,44.31,38162.07,N,CT-00272
PA-00807-05,PA-00807,5,2026-01-30,S-01 Platform North,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z2 North Spur,G1 Loose Sand,112,100.15,11216.80,N,
PA-00807-06,PA-00807,6,2026-01-30,S-01 Platform North,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z2 North Spur,,3,156.88,470.64,N,
PA-00807-07,PA-00807,7,2026-02-07,S-01 Platform North,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z2 North Spur,,126,229.60,28929.60,N,
PA-00807-08,PA-00807,8,2026-02-03,S-01 Platform North,A.12.060,Trimming of formation to level and gradient,m2,Z2 North Spur,,583,7.31,4261.73,N,
PA-00807-09,PA-00807,9,2026-02-12,S-01 Platform North,E.51.010,"Wet weather standby, plant and operator",hour,Z2 North Spur,,8,246.00,1968.00,N,MO-00091
PA-00807-10,PA-00807,10,2026-02-09,S-01 Platform North,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z2 North Spur,G2 Firm Sabkha,2,1873.02,3746.04,N,
PA-00808-01,PA-00808,1,2025-08-05,S-05 Compound Extension,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z4 Escarpment,,333,82.94,27619.02,N,
PA-00808-02,PA-00808,2,2025-07-31,S-05 Compound Extension,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z4 Escarpment,,438,54.53,23884.14,N,
PA-00808-03,PA-00808,3,2025-08-06,S-05 Compound Extension,C.32.030,"Precast manhole, 1800 mm diameter, depth to 5 m",no.,Z4 Escarpment,G3 Cemented Fill,3,4472.83,13418.49,N,PT-00104
PA-00808-04,PA-00808,4,2025-08-03,S-05 Compound Extension,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z4 Escarpment,G4 Weathered Rock,819,87.12,71351.28,N,
PA-00808-05,PA-00808,5,2025-07-30,S-05 Compound Extension,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z4 Escarpment,,186,8.19,1523.34,N,
PA-00808-06,PA-00808,6,2025-08-04,S-05 Compound Extension,B.27.010,"Movement joint, 20 mm, sealed both faces",lm,Z4 Escarpment,,326,114.56,37346.56,N,
PA-00808-07,PA-00808,7,2025-07-28,S-05 Compound Extension,D.44.010,"Road stud, reflective, bedded in resin",no.,Z4 Escarpment,,4,40.70,162.80,N,
PA-00809-01,PA-00809,1,2025-10-10,S-04 Drainage Corridor,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z4 Escarpment,,252,93.57,23579.64,N,
PA-00809-02,PA-00809,2,2025-10-03,S-04 Drainage Corridor,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z4 Escarpment,,573,117.50,67327.50,N,
PA-00809-03,PA-00809,3,2025-09-29,S-04 Drainage Corridor,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z4 Escarpment,,663,120.50,79891.50,N,
PA-00809-04,PA-00809,4,2025-09-23,S-04 Drainage Corridor,E.51.030,"Standing time, tracked excavator and operator",hour,Z4 Escarpment,,3,312.00,936.00,N,PS-00059
PA-00809-05,PA-00809,5,2025-10-11,S-04 Drainage Corridor,D.43.010,"Road marking, thermoplastic, 100 mm line",lm,Z4 Escarpment,,132,18.94,2500.08,N,
PA-00809-06,PA-00809,6,2025-10-07,S-04 Drainage Corridor,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z4 Escarpment,,821,4.93,4047.53,N,
PA-00809-07,PA-00809,7,2025-09-24,S-04 Drainage Corridor,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z4 Escarpment,,270,282.24,76204.80,N,
PA-00809-08,PA-00809,8,2025-10-04,S-04 Drainage Corridor,C.31.010,"uPVC drainage pipe, 225 mm, laid and jointed",lm,Z4 Escarpment,G3 Cemented Fill,62,117.84,7306.08,N,
PA-00810-01,PA-00810,1,2025-10-27,S-01 Platform North,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z4 Escarpment,,837,18.69,15643.53,N,
PA-00810-02,PA-00810,2,2025-10-24,S-01 Platform North,B.22.030,"Formwork to edges and risers, height to 500 mm",lm,Z4 Escarpment,,171,54.53,9324.63,N,
PA-00810-03,PA-00810,3,2025-10-29,S-01 Platform North,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z4 Escarpment,,799,18.69,14933.31,N,
PA-00810-04,PA-00810,4,2025-10-25,S-01 Platform North,D.44.010,"Road stud, reflective, bedded in resin",no.,Z4 Escarpment,,5,40.70,203.50,N,
PA-00810-05,PA-00810,5,2025-11-01,S-01 Platform North,C.33.010,"Ducting, 4-way 110 mm, bedded in sand",lm,Z4 Escarpment,G1 Loose Sand,190,75.65,14373.50,N,
PA-00810-06,PA-00810,6,2025-10-27,S-01 Platform North,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z4 Escarpment,,8,5354.24,42833.92,N,JS-00178
PA-00810-07,PA-00810,7,2025-10-31,S-01 Platform North,E.51.010,"Wet weather standby, plant and operator",hour,Z4 Escarpment,,4,246.00,984.00,N,MO-00063
PA-00810-08,PA-00810,8,2025-10-25,S-01 Platform North,B.22.010,"Formwork to vertical faces, basic finish",m2,Z4 Escarpment,,702,88.68,62253.36,N,
PA-00810-09,PA-00810,9,2025-10-30,S-01 Platform North,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z4 Escarpment,G5 Sound Rock,293,273.92,80258.56,N,PT-00148
PA-00811-01,PA-00811,1,2026-05-29,S-04 Drainage Corridor,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z3 Wadi Crossing,,850,16.72,14212.00,N,
PA-00811-02,PA-00811,2,2026-05-17,S-04 Drainage Corridor,E.51.030,"Standing time, tracked excavator and operator",hour,Z3 Wadi Crossing,,1,312.00,312.00,N,PS-00114
PA-00811-03,PA-00811,3,2026-05-26,S-04 Drainage Corridor,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z3 Wadi Crossing,G2 Firm Sabkha,216,56.68,12242.88,N,
PA-00811-04,PA-00811,4,2026-05-30,S-04 Drainage Corridor,A.13.030,Double handling of stockpiled material,m3,Z3 Wadi Crossing,,235,11.22,2636.70,N,
PA-00811-05,PA-00811,5,2026-05-31,S-04 Drainage Corridor,D.41.040,"Capping layer, 300 mm compacted",m2,Z3 Wadi Crossing,,499,35.46,17694.54,N,CT-00331
PA-00811-06,PA-00811,6,2026-05-21,S-04 Drainage Corridor,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z3 Wadi Crossing,,12,4406.37,52876.44,N,JS-00302
PA-00811-07,PA-00811,7,2026-05-23,S-04 Drainage Corridor,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z3 Wadi Crossing,,7,1823.03,12761.21,N,
PA-00811-08,PA-00811,8,2026-05-22,S-04 Drainage Corridor,A.14.020,Backfilling to trenches with selected arisings,m3,Z3 Wadi Crossing,G4 Weathered Rock,402,25.65,10311.30,N,
PA-00811-09,PA-00811,9,2026-05-18,S-04 Drainage Corridor,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z3 Wadi Crossing,G3 Cemented Fill,303,56.68,17174.04,N,
PA-00812-01,PA-00812,1,2025-08-18,S-03 Access Road,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z4 Escarpment,G4 Weathered Rock,855,87.12,74487.60,N,
PA-00812-02,PA-00812,2,2025-08-17,S-03 Access Road,B.26.010,"Surface treatment, power float to slabs",m2,Z4 Escarpment,,881,22.02,19399.62,N,
PA-00812-03,PA-00812,3,2025-08-21,S-03 Access Road,E.51.010,"Wet weather standby, plant and operator",hour,Z4 Escarpment,,8,246.00,1968.00,N,MO-00049
PA-00812-04,PA-00812,4,2025-08-14,S-03 Access Road,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z4 Escarpment,G5 Sound Rock,6,3880.70,23284.20,N,
PA-00812-05,PA-00812,5,2025-08-24,S-03 Access Road,D.41.040,"Capping layer, 300 mm compacted",m2,Z4 Escarpment,,825,38.39,31671.75,N,CT-00148
PA-00812-06,PA-00812,6,2025-08-16,S-03 Access Road,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z4 Escarpment,G2 Firm Sabkha,5,2380.80,11904.00,N,
PA-00812-07,PA-00812,7,2025-08-19,S-03 Access Road,C.33.010,"Ducting, 4-way 110 mm, bedded in sand",lm,Z4 Escarpment,G2 Firm Sabkha,242,75.65,18307.30,N,
PA-00813-01,PA-00813,1,2025-04-23,S-04 Drainage Corridor,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z4 Escarpment,,1,1894.40,1894.40,N,DW-00018
PA-00813-02,PA-00813,2,2025-05-03,S-04 Drainage Corridor,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z4 Escarpment,,127,50.83,6455.41,N,CT-00063
PA-00813-03,PA-00813,3,2025-04-23,S-04 Drainage Corridor,A.13.010,Disposal of excavated material off site,m3,Z4 Escarpment,,196,22.74,4457.04,N,
PA-00813-04,PA-00813,4,2025-05-02,S-04 Drainage Corridor,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z4 Escarpment,,113,274.56,31025.28,N,
PA-00813-05,PA-00813,5,2025-04-27,S-04 Drainage Corridor,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z4 Escarpment,,418,18.69,7812.42,N,
PA-00813-06,PA-00813,6,2025-05-07,S-04 Drainage Corridor,D.43.010,"Road marking, thermoplastic, 100 mm line",lm,Z4 Escarpment,,112,18.94,2121.28,N,
PA-00813-07,PA-00813,7,2025-04-24,S-04 Drainage Corridor,B.27.010,"Movement joint, 20 mm, sealed both faces",lm,Z4 Escarpment,,132,114.56,15121.92,N,
PA-00813-08,PA-00813,8,2025-05-02,S-04 Drainage Corridor,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z4 Escarpment,G1 Loose Sand,734,38.26,28082.84,N,
PA-00813-09,PA-00813,9,2025-05-01,S-04 Drainage Corridor,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z4 Escarpment,,359,573.44,205864.96,N,PR-00073
PA-00814-01,PA-00814,1,2025-11-30,S-02 Platform South,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z1 Compound,,389,91.80,35710.20,N,
PA-00814-02,PA-00814,2,2025-11-30,S-02 Platform South,E.52.010,"Joint survey and setting out, chainage band",no.,Z1 Compound,,2,478.00,956.00,N,JS-00207
PA-00814-03,PA-00814,3,2025-12-02,S-02 Platform South,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z1 Compound,G5 Sound Rock,275,47.60,13090.00,N,DX-00160
PA-00814-04,PA-00814,4,2025-12-02,S-02 Platform South,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z1 Compound,,7,148.00,1036.00,N,
PA-00815-01,PA-00815,1,2025-03-20,S-01 Platform North,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z4 Escarpment,,502,117.50,58985.00,N,
PA-00815-02,PA-00815,2,2025-03-23,S-01 Platform North,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z4 Escarpment,,1,1894.40,1894.40,N,DW-00012
PA-00815-03,PA-00815,3,2025-03-21,S-01 Platform North,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z4 Escarpment,,1,189.44,189.44,N,
PA-00815-04,PA-00815,4,2025-03-15,S-01 Platform North,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z4 Escarpment,,140,717.12,100396.80,N,PR-00036
PA-00815-05,PA-00815,5,2025-03-18,S-01 Platform North,B.22.010,"Formwork to vertical faces, basic finish",m2,Z4 Escarpment,,900,95.36,80782.06,N,
PA-00815-06,PA-00815,6,2025-03-25,S-01 Platform North,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z4 Escarpment,G3 Cemented Fill,190,78.56,14926.40,N,
PA-00816-01,PA-00816,1,2025-03-18,S-05 Compound Extension,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z2 North Spur,,221,6.78,1498.38,N,
PA-00816-02,PA-00816,2,2025-03-22,S-05 Compound Extension,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z2 North Spur,,221,71.44,15788.24,N,
PA-00816-03,PA-00816,3,2025-03-22,S-05 Compound Extension,B.26.010,"Surface treatment, power float to slabs",m2,Z2 North Spur,,885,18.23,16133.55,N,
PA-00816-04,PA-00816,4,2025-03-20,S-05 Compound Extension,E.52.010,"Joint survey and setting out, chainage band",no.,Z2 North Spur,,2,478.00,956.00,N,JS-00030
PA-00816-05,PA-00816,5,2025-03-25,S-05 Compound Extension,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z2 North Spur,,330,75.47,24905.10,N,
PA-00816-06,PA-00816,6,2025-04-01,S-05 Compound Extension,E.54.010,"Temporary haul road, maintained, per week",week,Z2 North Spur,,1,876.00,876.00,N,
PA-00816-07,PA-00816,7,2025-03-22,S-05 Compound Extension,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z2 North Spur,,292,641.09,187198.28,N,PR-00041
PA-00816-08,PA-00816,8,2025-03-25,S-05 Compound Extension,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z2 North Spur,,215,15.48,3328.20,N,
PA-00816-09,PA-00816,9,2025-03-28,S-05 Compound Extension,E.54.010,"Temporary haul road, maintained, per week",week,Z2 North Spur,,1,876.00,876.00,N,
PA-00816-10,PA-00816,10,2025-03-23,S-05 Compound Extension,E.51.030,"Standing time, tracked excavator and operator",hour,Z2 North Spur,,6,312.00,1872.00,N,PS-00014
PA-00816-11,PA-00816,11,2025-03-18,S-05 Compound Extension,B.26.010,"Surface treatment, power float to slabs",m2,Z2 North Spur,,185,18.23,3372.55,N,
PA-00816-12,PA-00816,12,2025-03-21,S-05 Compound Extension,E.51.020,"Traffic management, two-way signals, per day",day,Z2 North Spur,,1,684.00,684.00,N,
PA-00816-13,PA-00816,13,2025-03-19,S-05 Compound Extension,D.44.010,"Road stud, reflective, bedded in resin",no.,Z2 North Spur,,7,33.71,235.97,N,
PA-00816-14,PA-00816,14,2025-03-23,S-05 Compound Extension,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z2 North Spur,,140,439.90,61586.00,N,PR-00043
