invoice_no,contract_ref,contractor,well_name,rig,field,well_class,period_start,period_end,invoice_date,net_amount,vat_amount,invoice_total,adjustment
MDS-01605,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,27-Jul-2026,31-Jul-2026,06-Aug-2026,89840.38,13476.06,103316.44,0.00
MDS-01606,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,27-Jul-2026,30-Jul-2026,21-Aug-2026,104954.56,15743.18,120697.74,0.00
MDS-01607,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,27-Jul-2026,30-Jul-2026,20-Aug-2026,188264.06,28239.61,216503.67,0.00
MDS-01608,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,27-Jul-2026,01-Aug-2026,27-Aug-2026,149631.42,22444.71,172076.13,0.00
MDS-01609,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,27-Jul-2026,30-Jul-2026,09-Aug-2026,154447.14,23167.07,177614.21,0.00
MDS-01610,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,29-Jul-2026,01-Aug-2026,05-Aug-2026,76276.86,11441.53,87718.39,0.00
MDS-01611,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,30-Jul-2026,03-Aug-2026,14-Aug-2026,163363.27,24504.49,187867.76,0.00
MDS-01612,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-137,NG-Rig 32,Harran,Standard,30-Jul-2026,03-Aug-2026,12-Aug-2026,194680.66,29202.10,223882.76,0.00
MDS-01613,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-066,NG-Rig 21,Burqan Deep,Extended Reach,30-Jul-2026,02-Aug-2026,14-Aug-2026,84041.50,12606.22,96647.72,0.00
MDS-01614,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,30-Jul-2026,04-Aug-2026,28-Aug-2026,97664.19,14649.63,112313.82,0.00
MDS-01615,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,31-Jul-2026,04-Aug-2026,03-Sep-2026,148039.33,22205.90,170245.23,0.00
MDS-01616,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-189,NG-Rig 41,Qarn Alam North,Extended Reach,31-Jul-2026,03-Aug-2026,08-Aug-2026,135632.08,20344.81,155976.89,0.00
MDS-01617,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,31-Jul-2026,05-Aug-2026,24-Aug-2026,551281.81,82692.27,633974.08,0.00
MDS-01618,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,31-Jul-2026,03-Aug-2026,15-Aug-2026,162184.31,24327.65,186511.96,0.00
MDS-01619,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-173,NG-Rig 38,Harran,Standard,01-Aug-2026,13-Jan-2027,15-Jan-2027,152048.16,22807.22,174855.38,0.00
MDS-01620,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,01-Aug-2026,06-Aug-2026,19-Aug-2026,113629.59,17044.44,130674.03,0.00
MDS-01621,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,02-Aug-2026,07-Aug-2026,21-Aug-2026,173176.85,25976.53,199153.38,0.00
MDS-01622,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,02-Aug-2026,07-Aug-2026,31-Aug-2026,206865.96,31029.89,237895.85,0.00
MDS-01623,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,02-Aug-2026,07-Aug-2026,06-Sep-2026,127421.47,19113.22,146534.69,0.00
MDS-01624,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-066,NG-Rig 21,Burqan Deep,Extended Reach,03-Aug-2026,06-Aug-2026,15-Aug-2026,86589.95,12988.49,99578.44,0.00
MDS-01625,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,04-Aug-2026,08-Aug-2026,17-Aug-2026,196783.11,29517.47,226300.58,0.00
MDS-01626,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-224,NG-Rig 47,Wadi Sahm,Standard,04-Aug-2026,08-Aug-2026,29-Aug-2026,667875.62,100181.34,768056.96,0.00
MDS-01627,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,05-Aug-2026,07-Aug-2026,02-Sep-2026,84828.29,12724.24,97552.53,0.00
MDS-01628,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-207,NG-Rig 44,Harran,Extended Reach,05-Aug-2026,06-Aug-2026,29-Aug-2026,59424.01,8913.60,68337.61,0.00
MDS-01629,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-173,NG-Rig 38,Harran,Standard,06-Aug-2026,09-Aug-2026,16-Aug-2026,124028.67,18604.30,142632.97,0.00
MDS-01630,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,06-Aug-2026,08-Aug-2026,27-Aug-2026,131877.92,19781.69,151659.61,0.00
MDS-01631,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,06-Aug-2026,08-Aug-2026,18-Aug-2026,79676.47,11951.47,91627.94,0.00
MDS-01632,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,07-Aug-2026,10-Aug-2026,20-Aug-2026,91237.82,13685.67,104923.49,0.00
MDS-01633,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-066,NG-Rig 21,Burqan Deep,Extended Reach,07-Aug-2026,09-Aug-2026,25-Aug-2026,81089.90,12163.48,93253.38,0.00
MDS-01634,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,08-Aug-2026,10-Aug-2026,20-Aug-2026,100553.66,15083.05,115636.71,0.00
MDS-01635,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,08-Aug-2026,10-Aug-2026,08-Sep-2026,89345.36,13401.80,102747.16,0.00
MDS-01636,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-190,NG-Rig 41,Burqan Deep,Standard,08-Aug-2026,13-Aug-2026,11-Sep-2026,127932.87,19189.93,147122.80,0.00
MDS-01637,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,08-Aug-2026,10-Aug-2026,20-Aug-2026,89122.41,13368.36,102490.77,0.00
MDS-01638,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,08-Aug-2026,12-Aug-2026,04-Sep-2026,127976.15,19196.42,147172.57,0.00
MDS-01639,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,09-Aug-2026,14-Aug-2026,01-Sep-2026,246508.92,36976.34,283485.26,0.00
MDS-01640,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-102,NG-Rig 26,Harran,Extended Reach,09-Aug-2026,11-Aug-2026,09-Sep-2026,130268.97,19540.35,149809.32,0.00
MDS-01641,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,09-Aug-2026,12-Aug-2026,29-Aug-2026,65157.25,9773.59,74930.84,0.00
MDS-01642,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-173,NG-Rig 38,Harran,Standard,10-Aug-2026,13-Aug-2026,12-Sep-2026,166112.97,24916.95,191029.92,0.00
MDS-01643,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-066,NG-Rig 21,Burqan Deep,Extended Reach,10-Aug-2026,15-Aug-2026,12-Sep-2026,170251.65,25537.75,195789.40,0.00
MDS-01644,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,10-Aug-2026,14-Aug-2026,07-Sep-2026,112419.97,16863.00,129282.97,0.00
MDS-01645,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,11-Aug-2026,14-Aug-2026,18-Aug-2026,114650.11,17197.52,131847.63,0.00
MDS-01646,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,11-Aug-2026,15-Aug-2026,26-Aug-2026,138980.70,20847.10,159827.80,0.00
MDS-01647,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,11-Aug-2026,15-Aug-2026,28-Aug-2026,142939.35,21440.90,164380.25,0.00
MDS-01648,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,11-Aug-2026,14-Aug-2026,21-Aug-2026,152744.27,22911.64,175655.91,0.00
MDS-01649,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,12-Aug-2026,15-Aug-2026,25-Aug-2026,96312.77,14446.92,110759.69,0.00
MDS-01650,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,13-Aug-2026,18-Aug-2026,09-Sep-2026,97523.64,14628.55,112152.19,0.00
MDS-01651,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,13-Aug-2026,18-Aug-2026,29-Aug-2026,123710.43,18556.56,142266.99,0.00
MDS-01652,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-173,NG-Rig 38,Harran,Standard,14-Aug-2026,19-Aug-2026,01-Sep-2026,255154.03,38273.10,293427.13,0.00
MDS-01653,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-190,NG-Rig 41,Burqan Deep,Standard,14-Aug-2026,19-Aug-2026,24-Aug-2026,119166.77,17875.02,137041.79,0.00
MDS-01654,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,15-Aug-2026,20-Aug-2026,16-Sep-2026,211877.95,31781.69,243659.64,0.00
MDS-01655,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-103,NG-Rig 26,Qarn Alam North,Standard,15-Aug-2026,19-Aug-2026,22-Aug-2026,109973.82,16496.07,126469.89,0.00
MDS-01656,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-014,NG-Rig 11,Wadi Sahm,HPHT,15-Aug-2026,15-Aug-2026,26-Aug-2026,52081.23,7812.18,59893.41,0.00
MDS-01657,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,15-Aug-2026,17-Aug-2026,01-Sep-2026,113091.44,16963.72,130055.16,0.00
MDS-01658,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,15-Aug-2026,17-Aug-2026,01-Sep-2026,43364.10,6504.62,49868.72,0.00
MDS-01659,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,16-Aug-2026,20-Aug-2026,03-Sep-2026,140862.68,21129.40,161992.08,0.00
MDS-01660,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,16-Aug-2026,18-Aug-2026,21-Aug-2026,76343.45,11451.52,87794.97,0.00
MDS-01661,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-066,NG-Rig 21,Burqan Deep,Extended Reach,16-Aug-2026,20-Aug-2026,30-Aug-2026,151882.77,22782.42,174665.19,0.00
MDS-01662,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,16-Aug-2026,18-Aug-2026,09-Sep-2026,42143.34,6321.50,48464.84,0.00
MDS-01663,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-155,NG-Rig 35,Burqan Deep,Standard,18-Aug-2026,19-Aug-2026,24-Aug-2026,85775.96,12866.39,98642.35,0.00
MDS-01664,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,18-Aug-2026,20-Aug-2026,31-Aug-2026,233265.91,34989.89,268255.80,0.00
MDS-01665,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,19-Aug-2026,22-Aug-2026,17-Sep-2026,105962.27,15894.34,121856.61,0.00
MDS-01666,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,19-Aug-2026,24-Aug-2026,18-Sep-2026,206708.63,31006.29,237714.92,0.00
MDS-01667,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,19-Aug-2026,22-Aug-2026,30-Aug-2026,55604.75,8340.71,63945.46,0.00
MDS-01668,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,19-Aug-2026,22-Aug-2026,07-Sep-2026,66300.55,9945.08,76245.63,0.00
MDS-01669,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-103,NG-Rig 26,Qarn Alam North,Standard,20-Aug-2026,22-Aug-2026,15-Sep-2026,43446.19,6516.93,49963.12,0.00
MDS-01670,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-190,NG-Rig 41,Burqan Deep,Standard,20-Aug-2026,25-Aug-2026,16-Sep-2026,166056.00,24908.40,190964.40,0.00
MDS-01671,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-015,NG-Rig 11,Qarn Alam North,Standard,20-Aug-2026,23-Aug-2026,31-Aug-2026,95254.57,14288.19,109542.76,0.00
MDS-01672,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,21-Aug-2026,24-Aug-2026,06-Sep-2026,146107.92,21916.19,168024.11,0.00
MDS-01673,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-084,NG-Rig 23,Qarn Alam North,Extended Reach,21-Aug-2026,24-Aug-2026,17-Sep-2026,135364.83,20304.72,155669.55,0.00
MDS-01674,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-156,NG-Rig 35,Harran,Standard,21-Aug-2026,25-Aug-2026,15-Sep-2026,102183.11,15327.47,117510.58,0.00
MDS-01675,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,21-Aug-2026,24-Aug-2026,23-Sep-2026,167927.00,25189.05,193116.05,0.00
MDS-01676,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-067,NG-Rig 21,Wadi Sahm,Standard,22-Aug-2026,24-Aug-2026,11-Sep-2026,83510.57,12526.59,96037.16,0.00
MDS-01677,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-103,NG-Rig 26,Qarn Alam North,Standard,23-Aug-2026,26-Aug-2026,29-Aug-2026,69305.90,10395.88,79701.78,0.00
MDS-01678,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,23-Aug-2026,26-Aug-2026,07-Sep-2026,70508.23,10576.23,81084.46,0.00
MDS-01679,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,23-Aug-2026,25-Aug-2026,23-Sep-2026,39568.34,5935.25,45503.59,0.00
MDS-01680,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,23-Aug-2026,25-Aug-2026,28-Aug-2026,53199.07,7979.86,61178.93,0.00
MDS-01681,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-015,NG-Rig 11,Qarn Alam North,Standard,24-Aug-2026,27-Aug-2026,16-Sep-2026,57818.80,8672.82,66491.62,0.00
MDS-01682,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-031,NG-Rig 14,Harran,Standard,25-Aug-2026,25-Aug-2026,16-Sep-2026,50948.08,7642.21,58590.29,0.00
MDS-01683,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-174,NG-Rig 38,Burqan Deep,Standard,25-Aug-2026,30-Aug-2026,15-Sep-2026,129585.37,19437.81,149023.18,0.00
MDS-01684,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-067,NG-Rig 21,Wadi Sahm,Standard,25-Aug-2026,29-Aug-2026,12-Sep-2026,77165.80,11574.87,88740.67,0.00
MDS-01685,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,25-Aug-2026,28-Aug-2026,04-Sep-2026,135465.59,20319.84,155785.43,0.00
MDS-01686,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,25-Aug-2026,28-Aug-2026,03-Sep-2026,133740.58,20061.09,153801.67,0.00
MDS-01687,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-156,NG-Rig 35,Harran,Standard,26-Aug-2026,28-Aug-2026,06-Sep-2026,45810.25,6871.54,52681.79,0.00
MDS-01688,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-190,NG-Rig 41,Burqan Deep,Standard,26-Aug-2026,29-Aug-2026,09-Sep-2026,140252.49,21037.87,161290.36,0.00
MDS-01689,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-120,NG-Rig 30,Harran,Standard,26-Aug-2026,26-Aug-2026,10-Sep-2026,43818.41,6572.76,50391.17,0.00
MDS-01690,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,26-Aug-2026,29-Aug-2026,14-Sep-2026,68724.50,10308.68,79033.18,0.00
MDS-01691,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-103,NG-Rig 26,Qarn Alam North,Standard,27-Aug-2026,01-Sep-2026,10-Sep-2026,250265.57,37539.84,287805.41,0.00
MDS-01692,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,27-Aug-2026,29-Aug-2026,01-Sep-2026,48765.22,7314.78,56080.00,0.00
MDS-01693,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-085,NG-Rig 23,Wadi Sahm,Standard,28-Aug-2026,02-Sep-2026,29-Sep-2026,127484.63,19122.69,146607.32,0.00
MDS-01694,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-015,NG-Rig 11,Qarn Alam North,Standard,28-Aug-2026,30-Aug-2026,16-Sep-2026,50488.00,7573.20,58061.20,0.00
MDS-01695,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-156,NG-Rig 35,Harran,Standard,29-Aug-2026,03-Sep-2026,29-Sep-2026,146419.43,21962.91,168382.34,0.00
MDS-01696,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,29-Aug-2026,01-Sep-2026,25-Sep-2026,165206.37,24780.96,189987.33,0.00
MDS-01697,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,29-Aug-2026,02-Sep-2026,24-Sep-2026,159811.92,23971.79,183783.71,0.00
MDS-01698,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-121,NG-Rig 30,Harran,HPHT,30-Aug-2026,01-Sep-2026,06-Sep-2026,81918.43,12287.76,94206.19,0.00
MDS-01699,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-048,NG-Rig 17,Harran,Standard,30-Aug-2026,01-Sep-2026,08-Sep-2026,73510.60,11026.59,84537.19,0.00
MDS-01700,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-067,NG-Rig 21,Wadi Sahm,Standard,30-Aug-2026,01-Sep-2026,28-Sep-2026,56207.98,8431.20,64639.18,0.00
MDS-01701,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-190,NG-Rig 41,Burqan Deep,Standard,30-Aug-2026,01-Sep-2026,17-Sep-2026,110288.56,16543.28,126831.84,0.00
MDS-01702,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,30-Aug-2026,01-Sep-2026,19-Sep-2026,57803.15,8670.47,66473.62,0.00
MDS-01703,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-174,NG-Rig 38,Burqan Deep,Standard,31-Aug-2026,05-Sep-2026,09-Sep-2026,109643.28,16446.49,126089.77,0.00
MDS-01704,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-032,NG-Rig 14,Burqan Deep,HPHT,31-Aug-2026,03-Sep-2026,15-Sep-2026,103109.29,15466.39,118575.68,0.00
MDS-01705,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-015,NG-Rig 11,Qarn Alam North,Standard,31-Aug-2026,04-Sep-2026,02-Oct-2026,143518.76,21527.81,165046.57,0.00
MDS-01706,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-103,NG-Rig 26,Qarn Alam North,Standard,02-Sep-2026,05-Sep-2026,19-Sep-2026,140312.65,21046.90,161359.55,0.00
MDS-01707,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-121,NG-Rig 30,Harran,HPHT,02-Sep-2026,06-Sep-2026,04-Oct-2026,82127.45,12319.12,94446.57,0.00
MDS-01708,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-067,NG-Rig 21,Wadi Sahm,Standard,02-Sep-2026,05-Sep-2026,24-Sep-2026,73040.68,10956.10,83996.78,0.00
MDS-01709,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-190,NG-Rig 41,Burqan Deep,Standard,02-Sep-2026,04-Sep-2026,18-Sep-2026,115803.13,17370.47,133173.60,0.00
MDS-01710,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,02-Sep-2026,07-Sep-2026,07-Oct-2026,118220.90,17733.14,135954.04,0.00
MDS-01711,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,02-Sep-2026,07-Sep-2026,21-Sep-2026,166266.77,24940.02,191206.79,0.00
MDS-01712,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-085,NG-Rig 23,Wadi Sahm,Standard,03-Sep-2026,05-Sep-2026,24-Sep-2026,43485.39,6522.81,50008.20,0.00
MDS-01713,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,03-Sep-2026,07-Sep-2026,22-Sep-2026,199262.00,29889.30,229151.30,0.00
MDS-01714,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-032,NG-Rig 14,Burqan Deep,HPHT,04-Sep-2026,07-Sep-2026,16-Sep-2026,73859.32,11078.90,84938.22,0.00
MDS-01715,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-156,NG-Rig 35,Harran,Standard,04-Sep-2026,07-Sep-2026,03-Oct-2026,167121.56,25068.23,192189.79,0.00
MDS-01716,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-190,NG-Rig 41,Burqan Deep,Standard,05-Sep-2026,07-Sep-2026,30-Sep-2026,151590.05,22738.51,174328.56,0.00
MDS-01717,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-015,NG-Rig 11,Qarn Alam North,Standard,05-Sep-2026,09-Sep-2026,30-Sep-2026,136750.71,20512.61,157263.32,0.00
MDS-01718,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-049,NG-Rig 17,Burqan Deep,Standard,06-Sep-2026,09-Sep-2026,16-Sep-2026,98406.45,14760.97,113167.42,0.00
MDS-01719,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-085,NG-Rig 23,Wadi Sahm,Standard,06-Sep-2026,11-Sep-2026,16-Sep-2026,185614.07,27842.11,213456.18,0.00
MDS-01720,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-103,NG-Rig 26,Qarn Alam North,Standard,06-Sep-2026,10-Sep-2026,01-Oct-2026,475549.42,71332.41,546881.83,0.00
MDS-01721,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-174,NG-Rig 38,Burqan Deep,Standard,06-Sep-2026,09-Sep-2026,21-Sep-2026,77683.24,11652.49,89335.73,0.00
MDS-01722,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-067,NG-Rig 21,Wadi Sahm,Standard,06-Sep-2026,08-Sep-2026,27-Sep-2026,60196.83,9029.52,69226.35,0.00
MDS-01723,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-121,NG-Rig 30,Harran,HPHT,07-Sep-2026,12-Sep-2026,03-Oct-2026,197345.39,29601.81,226947.20,0.00
MDS-01724,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-032,NG-Rig 14,Burqan Deep,HPHT,08-Sep-2026,13-Sep-2026,22-Sep-2026,296773.45,44516.02,341289.47,0.00
MDS-01725,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-156,NG-Rig 35,Harran,Standard,08-Sep-2026,11-Sep-2026,28-Sep-2026,173376.47,26006.47,199382.94,0.00
MDS-01726,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-138,NG-Rig 32,Qarn Alam North,Standard,08-Sep-2026,11-Sep-2026,10-Oct-2026,63898.36,9584.75,73483.11,0.00
MDS-01727,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-208,NG-Rig 44,Burqan Deep,Standard,08-Sep-2026,10-Sep-2026,18-Sep-2026,111854.64,16778.20,128632.84,0.00
MDS-01728,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-225,NG-Rig 47,Qarn Alam North,Standard,08-Sep-2026,11-Sep-2026,04-Oct-2026,103206.42,15480.96,118687.38,0.00
MDS-01729,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-067,NG-Rig 21,Wadi Sahm,Standard,09-Sep-2026,12-Sep-2026,23-Sep-2026,77296.36,11594.45,88890.81,0.00
MDS-01730,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-049,NG-Rig 17,Burqan Deep,Standard,10-Sep-2026,13-Sep-2026,06-Oct-2026,66462.27,9969.34,76431.61,0.00
MDS-01731,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-174,NG-Rig 38,Burqan Deep,Standard,10-Sep-2026,15-Sep-2026,21-Sep-2026,116911.74,17536.76,134448.50,0.00
MDS-01732,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-015,NG-Rig 11,Qarn Alam North,Standard,10-Sep-2026,15-Sep-2026,01-Oct-2026,147969.58,22195.44,170165.02,0.00
MDS-01733,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-103,NG-Rig 26,Qarn Alam North,Standard,11-Sep-2026,13-Sep-2026,06-Oct-2026,111113.99,16667.10,127781.09,0.00
MDS-01734,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-191,NG-Rig 41,Harran,Standard,11-Sep-2026,16-Sep-2026,06-Oct-2026,121975.31,18296.30,140271.61,0.00
